"","start_p10","hh_id","tratamiento_control","tratamiento_control.x","city","pledge","edad_hh","mujer_hh","escolaridad_hh","edad","edad_sq","afro","mujeres_1","educacionninguno","educacionprimaria_o_menos","educacionsecundaria_completa","educacionsecundaria_incompleta","educaciontecnica_teconologica","educacionuniversidad","educacionprimaria_o_menos_ninguno","hh_size","nino_0_a_5","nino_0_a_6","nino_13_a_17","nino_7_a_12","nino_18_a_24","nino_25_a_40","nino_41_a_65","nino_66","nino","nino_0_a_14","joven_15_a_24","adulto_25_59","adulto_mayor_60","adulto","adulto_mayor_65","adulto_mayor","hijos","padres","otros","moda_cmh_p9","construccion","poblacion_edad_trabajar_1","poblacion_edad_trabajar_juvenil_1","desempleo_1","desempleo_juvenil_1","participacion_laboral_1","participacion_laboral_juvenil_1","empleado_con_contrato_formal_1","empleado_con_seguridad_social_1","empleado_insatisfecho_laboralmente_1","empleado_con_sub_empleado_1_1","empleado_con_ingreso_menor_salario_minimo_1","empleado_canales_busqueda_formales_1","asalariados_1","n","empleados_1","desempleo_dummy","construccion_dummy","piso_tierra","piso_mejor","cocina_prov","bano_bald","bano_todas","satisfaccion_hh","n_rooms","n_bedrooms","n_baths","n_living","sspp","percepcion_agua","cocina_mejor","modd_ig_p4","modd_ig_p48","modd_ig_p49","modd_ig_p56","pobreza_modera_y_extrema_sisben","fuente_informal","ing","ing_insuf","gast","ingr_alimento","gast_sal","deuda","valor_deuda","fuente_ingreso","porct_ingreso_fuente","financiacion_deuda","precio_venta","ingreso_futuro","total_ahorro","meses_ahorro","cuenta_ahorro","tratamiento_control.y","start_p10.y","visita_medico","diarrea","vomito","fiebre","irritaciones","i_health_perc","i_health_perc_sum","edad_0_a_6","edad_7_a_12","edad_13_a_17","edad_15_a_18","edad_18_a_24","edad_25_a_40","edad_41_a_65","edad_66","visita_medico_edad_0_a_6","visita_medico_edad_7_a_12","visita_medico_edad_13_a_17","visita_medico_edad_15_a_18","visita_medico_edad_18_a_24","visita_medico_edad_25_a_40","visita_medico_edad_41_a_65","visita_medico_edad_66","diarrea_edad_0_a_6","diarrea_edad_7_a_12","diarrea_edad_13_a_17","diarrea_edad_15_a_18","diarrea_edad_18_a_24","diarrea_edad_25_a_40","diarrea_edad_41_a_65","diarrea_edad_66","vomito_edad_0_a_6","vomito_edad_7_a_12","vomito_edad_13_a_17","vomito_edad_15_a_18","vomito_edad_18_a_24","vomito_edad_25_a_40","vomito_edad_41_a_65","vomito_edad_66","fiebre_edad_0_a_6","fiebre_edad_7_a_12","fiebre_edad_13_a_17","fiebre_edad_15_a_18","fiebre_edad_18_a_24","fiebre_edad_25_a_40","fiebre_edad_41_a_65","fiebre_edad_66","irritaciones_edad_0_a_6","irritaciones_edad_7_a_12","irritaciones_edad_13_a_17","irritaciones_edad_15_a_18","irritaciones_edad_18_a_24","irritaciones_edad_25_a_40","irritaciones_edad_41_a_65","irritaciones_edad_66","i_health_perc_edad_0_a_6","i_health_perc_edad_7_a_12","i_health_perc_edad_13_a_17","i_health_perc_edad_15_a_18","i_health_perc_edad_18_a_24","i_health_perc_edad_25_a_40","i_health_perc_edad_41_a_65","i_health_perc_edad_66","i_health_perc_sum_edad_0_a_6","i_health_perc_sum_edad_7_a_12","i_health_perc_sum_edad_13_a_17","i_health_perc_sum_edad_15_a_18","i_health_perc_sum_edad_18_a_24","i_health_perc_sum_edad_25_a_40","i_health_perc_sum_edad_41_a_65","i_health_perc_sum_edad_66","i_healh","i_healh_edad_0_a_6","i_healh_edad_7_a_12","i_healh_edad_13_a_17","i_healh_edad_15_a_18","i_healh_edad_18_a_24","i_healh_edad_25_a_40","i_healh_edad_41_a_65","i_healh_edad_66","moda_cmh_p12","seguridad_barrio","instituciones_gobierno","instituciones_empresas_serv_pub","instituciones_policia","instituciones_jac","instituciones_asociaciones_locales","instituciones_iglesias","imagen_privados","privadas_bienestar","satisfecho_barrio","relacion_vecinos","satisfaccion","animo","nervioso","moral_baja","calmado","feliz","vitalidad","satisfecho","cosas_bien","no_controlar_cosas","seguridad","dificultades","energia","agotado","cansado","reducir_trabajo","baja_productividad","trabajo_sin_cuidado","i_vitalidad","i_rol_emocional","i_salud_mental","i_animo","i_satisfaccion","i_extra","i_mental","moda_cmh_p7","modg_ef_p2","modg_ef_p3","modg_ef_p4","modg_ef_p5","modg_ef_p6","modg_ef_p7","modg_ef_p25","modg_ef_p26","modg_ef_p27","modg_ef_p28","modg_ef_p29","modg_ef_p30","modg_ef_p8","modg_ef_p9","modg_ef_p10","modg_ef_p11","modg_ef_p12","modg_ef_p13","modg_ef_p14","modg_ef_p15","modg_ef_p16","modg_ef_p17","escucha","aceptacion","satisfaccion_comportamiento","mejorar_tristeza","saber_problemas","apoyo","i_ambiente_familiar","economic_empowerment_index","family_functionality","family_violence_index_C","family_responsiveness_index_C","family_functionality_index_c","family_functionality_index","oficios_frecuente","oficios_mejoramiento_frecuente","trabajo_frecuente","n_oficios","n_trabajo","oficio_first","oficio_second","oficio_third","horas_oficios","horas_trabajo","oficio_first_dummy","oficio_second_dummy","oficio_third_dummy","n_per_room","venta","area","arriendo","aux_nino"
"365","22210262","uuid:729da3a3-1c70-4d8c-8592-10c3bc97d6e1","1","1",1,3,83,1,"ninguno",51.5,3644.5,0,0.5,0.5,0,0.5,0,0,0,0.5,2,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,103,0,2,1,0,0,0.5,1,1,1,0,0,0,0,1,2,1,FALSE,FALSE,0,1,0,0,1,4,4,2,1,1,,3,0,5,1,,2,0.5,1,3,0,7,2,1,1,1,1,80,1,40000000,1,1,,0,"1",,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,,,,0,0,,,0,,,,0,0,,,0,,0,0,0,0,0,0,0,,,,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,3,3,2,3,4,3,5,5,1,1,5,4,3,3,3,3,5,4,3,2,2,2,0.8125,0.25,0.5,0.5,0.75,0.5,0.544117647058823,1.5,3,3,4,3,4,4,1,1,0,0,0,0,4,4,4,4,4,4,3,3,3,3,4,4,5,4,5,5,0.875,0.0833333333333333,57,1,0.875,0.75,4,0.5,0.5,0.5,0.5,0.5,0.5,0,0,66,0,TRUE,FALSE,FALSE,0.5,6820000,80,4e+05,TRUE
"366","22222115","uuid:38664e43-0578-47fa-a529-319b185010b7","1","1",1,3,61,1,"secundaria_incompleta",31,1262.5,0,0.5,0,0,0.25,0.75,0,0,0,4,0,0,0,0,0.75,0,0.25,0,0,0,0.75,0,0.25,1,0,0,0,0.25,0.75,124,0,4,3,0.333333333333333,0.5,0.75,0.666666666666667,0.5,1,0,0,0,0,0.5,4,2,TRUE,FALSE,0,1,0,0,1,4,5,2,1,1,,3,0,3,1,,1,0.25,0,1,0,1,2,0,1,1,2,60,0,70000000,3,1,,1,"1",,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,,,,0,0,,0,,,,,0,0,,0,,,0,0,0,0,0,0,0,,,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,2,2,5,4,3,3,5,5,5,5,5,3,5,3,5,4,2,3,2,2,2,0.625,0.25,0.875,0.5,1,0.75,0.661764705882353,1.5,3,3,3,3,3,3,1,1,1,0,0,0,4,4,4,2,2,4,3,3,3,4,4,4,4,4,4,4,0.75,0.125,51,0.833333333333333,0.75,0.8125,4,0.75,0.75,0.5,0.25,0.25,0.25,0.5,0,0,12,TRUE,TRUE,FALSE,0.8,5967500,60,350000,FALSE
"367","22227595","uuid:6e6d27a3-a6b7-4292-8fb5-b52c35cfb94e","0","0",1,1,67,1,"secundaria_incompleta",70,4909,0,0.5,0,0.5,0,0.5,0,0,0.5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0.5,0,1,0,140,0,2,0,0,,0.5,,0,1,0,0,0,0,0,2,1,FALSE,FALSE,0,1,1,1,1,4,1,1,1,1,,3,0,4,1,,2,0,0,5,1,2,3,1,1,3,2,100,0,4000000,2,1,,0,"0",,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,,,,0.5,,,,0,,,,0,,0,0,0,0,0,0,0,,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,2,4,3,4,3,3,5,3,3,5,4,4,5,4,4,5,5,3,1,1,1,0.875,0,0.625,0.5,0.75,0.8125,0.617647058823529,1.5,3,3,3,3,3,4,1,1,0,0,0,0,2,4,4,2,4,4,3,4,3,4,4,4,4,4,4,5,0.791666666666667,0.0833333333333333,53,0.833333333333333,0.791666666666667,0.875,4,1,1,0.5,1,0,1,0,0,108,,TRUE,FALSE,FALSE,2,5967500,15,350000,TRUE
"368","22230457","uuid:7bfbd6db-51a9-464e-be4c-a042e66201b8","1","1",1,3,67,1,"primaria_o_menos",42.5,2459.5,0,0.75,0,0.75,0,0.25,0,0,0.75,4,0,0,0,0.25,0,0.25,0,0.5,0.25,0.25,0,0.25,0.5,0.75,0.5,0,0.25,0.5,0.25,170,0,3,1,0,0,0.333333333333333,1,0,1,0,0,1,0,0,4,1,FALSE,FALSE,0,0,0,0,1,4,6,2,1,1,,3,0,4,1,,2,1,1,3,0,2,2,1,1,1,1,90,1,25000000,2,1,,0,"1",,0.5,0.5,0,0.25,0,0.5,0.75,0,0.25,0,0,0,0.25,0,0.5,,0,,0,,0,,0.5,,0.25,,0,,0.25,,0,,0,0,0,0,0,0,0,,0.25,,0,,0,,0,,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0.5,0,0,0,0.25,0,0,1,,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,4,2,4,4,2,3,2,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0.375,0,0.4375,0.25,0.5,0.5,0.352941176470588,1.75,4,2,4,4,4,4,0,1,0,0,0,0,4,4,4,1,3,4,4,4,4,4,5,3,5,5,5,5,0.916666666666667,0.0416666666666667,58,0.833333333333333,0.916666666666667,1,4,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0,48,0,TRUE,FALSE,FALSE,0.666666666666667,4262500,20,250000,TRUE
"369","22294421","uuid:9a95033e-4f3f-4e02-ac33-005284adb16e","0","0",3,1,92,1,"primaria_o_menos",78.5,6344.5,0,0.5,0,0.5,0,0.5,0,0,0.5,2,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1,1,0.5,0.5,0.5,0,157,0,2,0,0,,0.5,,0,1,0,0,1,0,1,2,1,FALSE,FALSE,0,0,0,0,1,,2,2,1,1,,3,0,2,1,,,1,,2,0,3,1,1,0,,1,50,,100000000,4,1,,,"0",,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,,,,0,,,0,0.5,,,,0,,,0,0,,0,0,0,0,0,0,0,,,,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,3,3,3,3,3,3,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,0.75,0.25,55,0.916666666666667,0.75,0.9375,4,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,48,TRUE,FALSE,FALSE,1,9804000,50,6e+05,TRUE
"370","22295551","uuid:5892fd3c-c0e5-4ac9-b4be-70d8c0375d55","1","1",3,2,95,1,"secundaria_incompleta",95,9025,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,95,,1,0,,,0,,,,,,,,,1,0,,,0,1,0,0,1,4,6,3,1,1,,4,0,2,2,1,2,1,1,3,0,7,2,1,1,1,3,70,1,70000000,4,2,1,0,"1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,,,,0,,,,0,,,,0,,0,0,0,0,0,0,0,,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,3,3,2,5,4,2,3,3,4,3,5,4,3,3,4,5,5,5,3,1,1,1,0.875,0,0.5625,0.25,0.75,0.6875,0.558823529411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,,TRUE,FALSE,FALSE,0.166666666666667,6536000,40,4e+05,TRUE
"371","22304817","uuid:362762cf-df07-473a-abeb-9b841473226f","1","1",3,3,90,1,"primaria_o_menos",41.8,2648.2,0,0.6,0,0.6,0.2,0.2,0,0,0.6,5,0,0.2,0.2,0,0,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.6,0.2,0.2,0,0.4,0.6,209,0,4,1,0,,0.25,0,0,1,0,0,1,0,0,5,1,FALSE,FALSE,0,1,0,0,1,,4,1,1,1,,3,0,2,1,,,0.8,,3,0,5,5,1,0,,1,70,,14000000,4,1,,,"1",,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0.2,0.2,0,,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,1,2,2,5,4,3,5,5,1,4,3,4,4,2,4,5,3,5,3,2,2,2,0.625,0.25,0.6875,0.5,0.75,0.6875,0.588235294117647,1.6,3,3,3,3,3,3,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.75,0.25,57,0.958333333333333,0.75,1,4,0.5,0.5,0.25,0.25,0.25,0.5,0,0,12,0,TRUE,FALSE,FALSE,1.25,6536000,80,4e+05,TRUE
"372","22313863","uuid:0655756b-f94c-4eed-855e-40d38229fec3","0","0",3,1,88,1,"secundaria_incompleta",79,6322,0,0.5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0.5,0.5,158,,2,0,,,0,,,,,,,,,2,0,,,0,0,0,1,1,5,2,2,2,2,,3,0,1,1,,,0,,5,1,7,3,1,0,,5,40,,60000000,5,1,,,"0",,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,,,,0.5,,,,0,,,,0,,0,0,0,0,0,0,0,,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,3,1,3,5,5,3,3,3,1,5,5,3,3,4,3,5,3,3,2,2,2,0.75,0.25,0.375,1,1,0.5625,0.558823529411765,1.5,3,3,3,3,4,4,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,4,4,4,4,5,5,0.833333333333333,0.25,56,1,0.833333333333333,0.75,4,0.5,0.5,0,0.5,0,0.5,0,0,0,,TRUE,FALSE,FALSE,1,9804000,45,6e+05,TRUE
"373","22317957","uuid:6da05272-f3e5-4372-8d98-87a24ce97ef3","0","0",3,1,83,1,"primaria_o_menos",38.3333333333333,2178.33333333333,0,0.666666666666667,0,0.333333333333333,0.5,0.166666666666667,0,0,0.333333333333333,6,1,0.166666666666667,0.166666666666667,0,0,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,230,0,5,2,0,0,0.4,0.5,1,1,0.5,0.5,1,1,1,6,2,FALSE,FALSE,0,0,0,1,1,4,3,3,1,1,,3,0,1,1,,,0.166666666666667,,5,1,2,3,1,0,,3,50,,100000000,5,1,,,"0",,0.666666666666667,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.333333333333333,0.166666666666667,0.166666666666667,1,,0.166666666666667,0.166666666666667,,0.166666666666667,0,0.166666666666667,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,3,2,3,4,2,2,2,3,2.5,3,4,3,3,3,2.5,3,3,2,1,1,1,0.4375,0,0.34375,0.25,0.75,0.46875,0.352941176470588,1.66666666666667,3,3,1,1,1,3,1,1,1,1,1,1,2,2,2,4,2,4,0,0,0,0,4,4,2,2,2,4,0.5,0.25,28,0.666666666666667,0.5,0,2,0.6,0.6,0.4,0.4,0.4,0.4,0.2,0,42,0,TRUE,TRUE,FALSE,2,11438000,60,7e+05,TRUE
"374","22333001","uuid:a5ffa603-5a98-4d83-990f-1ff8998dcbe9","1","1",3,3,83,1,"ninguno",56.6666666666667,3739.33333333333,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,3,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,170,0,3,1,0,0,0.666666666666667,1,0.5,1,0.5,0.5,0,0,0.5,3,2,FALSE,FALSE,0,0,0,1,1,4,4,2,1,1,,2,0,3,1,,1,0.333333333333333,1,5,1,1,4,0,1,4,1,80,1,50000000,3,1,,1,"1",,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,,,,0,,0.333333333333333,0.333333333333333,0,,,,0,,0,0,0,,0,0,0,0,0,0,0,,,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,3,3,2,5,3.5,3,4,4,3,3,4,4.5,4,4,3.5,3.5,4,4.5,4,1.5,1.5,2,0.78125,0.166666666666667,0.625,0.5,0.875,0.6875,0.602941176470588,1.66666666666667,3,3,3,3,3,3,1,1,0,1,0,1,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.166666666666667,54,1,0.75,0.75,4,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0,0,56,62,TRUE,FALSE,FALSE,0.75,6536000,90,4e+05,TRUE
"375","22351069","uuid:0670fcd9-3b32-472a-88f0-8308e3488e1a","0","0",3,1,83,1,"primaria_o_menos",41.3333333333333,2624.66666666667,0,0.666666666666667,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,3,0,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,124,0,2,0,0,,0.5,,0,1,0,0,0,0,0,3,1,FALSE,FALSE,0,0,1,0,1,4,5,2,1,1,,2,0,1,1,,,0.333333333333333,,3,0,1,2,0,0,,1,50,,40000000,5,1,,,"0",,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,2,5,4,4,3,2,4,4,4,4,3,4,3,3,4,2,2,1,1,1,0.5,0,0.5625,0.75,0.75,0.5625,0.470588235294118,1.66666666666667,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.25,54,1,0.75,0.75,4,0,0,0.5,0,0,0,0,0,,,FALSE,FALSE,FALSE,0.6,6536000,60,4e+05,TRUE
"376","22353868","uuid:70604bd4-0bd0-4ca7-be67-b848e64c90e0","0","0",3,1,82,1,"primaria_o_menos",51,3389.66666666667,0,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,0,0.666666666666667,3,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,153,,2,0,,,0,,,,,,,,,3,0,,,0,0,1,0,1,,2,2,11,1,,3,0,1,1,,,0.666666666666667,,2,0,2,3,1,0,,3,40,,150000000,5,1,,,"0",,0.666666666666667,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,,,0,0,,,0.333333333333333,0.333333333333333,,,0,0,,,0,0,,0,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,1,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,3,1,3,2,1,3,3,3,3,1,4,3,3,3,3,1,3,1,1,1,1,0.125,0,0.5,0,0.75,0.5,0.308823529411765,1.66666666666667,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.25,54,1,0.75,0.75,4,1,1,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0,,TRUE,TRUE,FALSE,1.5,8170000,72,5e+05,TRUE
"377","22357171","uuid:61f9f21d-faaa-4cea-8d2f-db2d4983ca28","0","0",3,1,80,1,"primaria_o_menos",64,4352,0,0.5,0,0.5,0,0.5,0,0,0.5,2,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,128,0,2,0,0,,0.5,,0,1,0,0,0,0,0,2,1,FALSE,FALSE,0,1,1,1,1,3,3,2,1,1,,4,0,1,1,,,1,,3,0,2,2,1,0,,1,60,,100000000,5,1,,,"0",,0.5,0.5,0.5,1,0.5,1,2.5,0,0,0,0,0,0,0.5,0.5,,,,0,,,0,0.5,,,,0,,,0,0.5,,0,0,0,0,0,0,0.5,,,,0,,,0.5,0.5,,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,2,1,,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,3,2,2,4,3,2,2,2,4,2,3,3,3,3,3,3,3,3,3,1,1,1,0.5,0,0.375,0.25,0.5,0.5,0.367647058823529,1.5,3,3,3,3,3,3,1,1,0,1,1,1,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.208333333333333,53,0.958333333333333,0.75,0.75,4,1,1,0.5,0.5,0,0.5,0,0.5,35,,TRUE,FALSE,TRUE,0.666666666666667,8170000,30,5e+05,TRUE
"378","22362412","uuid:e7b4ed95-8d23-45ed-9726-415a09a2858a","0","0",3,1,78,1,"primaria_o_menos",73.6666666666667,5436.33333333333,0,0.333333333333333,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0.333333333333333,0.666666666666667,221,0,3,0,0,,0.333333333333333,,0,1,1,1,1,0,0,3,1,FALSE,FALSE,0,1,0,0,1,,2,2,1,1,,2,0,1,1,,,1,,5,1,2,3,1,0,,3,50,,100000000,5,1,,,"0",,1,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,1,,,,0,,,,1,,,,0,,,,0,,0,0,0,0,0,0,0,,,,0,,,,0,,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,1,,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,2,3,4,3,4,5,3,3,3,3,3,4,3,3,3,2,3,3,3,2,2,2,0.5,0.25,0.5,1,0.75,0.4375,0.485294117647059,1.33333333333333,3,3,3,3,3,3,1,1,0,1,1,1,2,2,4,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.208333333333333,50,0.833333333333333,0.75,0.75,4,1,1,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,TRUE,TRUE,FALSE,1.5,9804000,42,6e+05,TRUE
"379","22365884","uuid:ac525c38-682f-4fa8-9850-fbc557d3c140","1","1",3,3,81,1,"primaria_o_menos",46.6666666666667,2888.66666666667,1,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,0,0.666666666666667,3,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,140,,3,1,,,0,0,,,,,,,,3,0,,,0,1,1,0,1,5,5,1,1,1,,2,0,1,1,,2,1,1,5,1,2,3,1,1,7,3,80,1,30000000,5,1,,0,"1",,0,0,0.333333333333333,0.333333333333333,0,0.666666666666667,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.333333333333333,,,0,0,,,0,0,,,0,0,,,0,0,,0,0.333333333333333,0.333333333333333,0,0,0,0,,,0,0,,,0.333333333333333,0,,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,1,,0,1,1,0,0,1,0,1,5,1,1,1,1,1,1,1,1,2,3,4.5,4.5,2.5,3,4,4,4.5,3.5,4.5,2,3,3,5,3,2.5,1,1,1,0.6875,0,0.59375,0.875,0.625,0.53125,0.514705882352941,1.66666666666667,3,4,4,3,4,4,0,0,0,0,1,0,4,4,4,4,4,4,4,2,2,3,4,5,5,4,5,5,0.916666666666667,0.0416666666666667,57,1,0.916666666666667,0.6875,4,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0,0,,TRUE,FALSE,FALSE,0.6,7353000,20,450000,TRUE
"380","22372597","uuid:3506f123-b4b7-4b47-814e-0dc32afe013b","0","0",3,1,76,1,"secundaria_completa",76,5776,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,76,,1,0,,,0,,,,,,,,,1,0,,,0,0,0,1,1,5,1,1,1,1,,2,0,3,1,,,1,,3,0,2,2,1,0,,5,50,,60000000,3,1,,,"0",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,,,,0,,,,0,,,,0,,0,0,0,0,0,0,0,,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,4,2,4,5,5,5,5,1,1,5,5,2,4,2,4,5,5,5,2,2,2,1,0.25,0.5,1,1,0.5,0.632352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,48,,TRUE,FALSE,FALSE,1,4902000,43,3e+05,TRUE
