"","start_p10","hh_id","tratamiento_control","tratamiento_control.x","city","pledge","edad_hh","mujer_hh","escolaridad_hh","edad","edad_sq","afro","mujeres_1","educacionninguno","educacionprimaria_o_menos","educacionsecundaria_completa","educacionsecundaria_incompleta","educaciontecnica_teconologica","educacionuniversidad","educacionprimaria_o_menos_ninguno","hh_size","nino_0_a_5","nino_0_a_6","nino_13_a_17","nino_7_a_12","nino_18_a_24","nino_25_a_40","nino_41_a_65","nino_66","nino","nino_0_a_14","joven_15_a_24","adulto_25_59","adulto_mayor_60","adulto","adulto_mayor_65","adulto_mayor","hijos","padres","otros","moda_cmh_p9","construccion","poblacion_edad_trabajar_1","poblacion_edad_trabajar_juvenil_1","desempleo_1","desempleo_juvenil_1","participacion_laboral_1","participacion_laboral_juvenil_1","empleado_con_contrato_formal_1","empleado_con_seguridad_social_1","empleado_insatisfecho_laboralmente_1","empleado_con_sub_empleado_1_1","empleado_con_ingreso_menor_salario_minimo_1","empleado_canales_busqueda_formales_1","asalariados_1","n","empleados_1","desempleo_dummy","construccion_dummy","piso_tierra","piso_mejor","cocina_prov","bano_bald","bano_todas","satisfaccion_hh","n_rooms","n_bedrooms","n_baths","n_living","sspp","percepcion_agua","cocina_mejor","modd_ig_p4","modd_ig_p48","modd_ig_p49","modd_ig_p56","pobreza_modera_y_extrema_sisben","fuente_informal","ing","ing_insuf","gast","ingr_alimento","gast_sal","deuda","valor_deuda","fuente_ingreso","porct_ingreso_fuente","financiacion_deuda","precio_venta","ingreso_futuro","total_ahorro","meses_ahorro","cuenta_ahorro","tratamiento_control.y","start_p10.y","visita_medico","diarrea","vomito","fiebre","irritaciones","i_health_perc","i_health_perc_sum","edad_0_a_6","edad_7_a_12","edad_13_a_17","edad_15_a_18","edad_18_a_24","edad_25_a_40","edad_41_a_65","edad_66","visita_medico_edad_0_a_6","visita_medico_edad_7_a_12","visita_medico_edad_13_a_17","visita_medico_edad_15_a_18","visita_medico_edad_18_a_24","visita_medico_edad_25_a_40","visita_medico_edad_41_a_65","visita_medico_edad_66","diarrea_edad_0_a_6","diarrea_edad_7_a_12","diarrea_edad_13_a_17","diarrea_edad_15_a_18","diarrea_edad_18_a_24","diarrea_edad_25_a_40","diarrea_edad_41_a_65","diarrea_edad_66","vomito_edad_0_a_6","vomito_edad_7_a_12","vomito_edad_13_a_17","vomito_edad_15_a_18","vomito_edad_18_a_24","vomito_edad_25_a_40","vomito_edad_41_a_65","vomito_edad_66","fiebre_edad_0_a_6","fiebre_edad_7_a_12","fiebre_edad_13_a_17","fiebre_edad_15_a_18","fiebre_edad_18_a_24","fiebre_edad_25_a_40","fiebre_edad_41_a_65","fiebre_edad_66","irritaciones_edad_0_a_6","irritaciones_edad_7_a_12","irritaciones_edad_13_a_17","irritaciones_edad_15_a_18","irritaciones_edad_18_a_24","irritaciones_edad_25_a_40","irritaciones_edad_41_a_65","irritaciones_edad_66","i_health_perc_edad_0_a_6","i_health_perc_edad_7_a_12","i_health_perc_edad_13_a_17","i_health_perc_edad_15_a_18","i_health_perc_edad_18_a_24","i_health_perc_edad_25_a_40","i_health_perc_edad_41_a_65","i_health_perc_edad_66","i_health_perc_sum_edad_0_a_6","i_health_perc_sum_edad_7_a_12","i_health_perc_sum_edad_13_a_17","i_health_perc_sum_edad_15_a_18","i_health_perc_sum_edad_18_a_24","i_health_perc_sum_edad_25_a_40","i_health_perc_sum_edad_41_a_65","i_health_perc_sum_edad_66","i_healh","i_healh_edad_0_a_6","i_healh_edad_7_a_12","i_healh_edad_13_a_17","i_healh_edad_15_a_18","i_healh_edad_18_a_24","i_healh_edad_25_a_40","i_healh_edad_41_a_65","i_healh_edad_66","moda_cmh_p12","seguridad_barrio","instituciones_gobierno","instituciones_empresas_serv_pub","instituciones_policia","instituciones_jac","instituciones_asociaciones_locales","instituciones_iglesias","imagen_privados","privadas_bienestar","satisfecho_barrio","relacion_vecinos","satisfaccion","animo","nervioso","moral_baja","calmado","feliz","vitalidad","satisfecho","cosas_bien","no_controlar_cosas","seguridad","dificultades","energia","agotado","cansado","reducir_trabajo","baja_productividad","trabajo_sin_cuidado","i_vitalidad","i_rol_emocional","i_salud_mental","i_animo","i_satisfaccion","i_extra","i_mental","moda_cmh_p7","modg_ef_p2","modg_ef_p3","modg_ef_p4","modg_ef_p5","modg_ef_p6","modg_ef_p7","modg_ef_p25","modg_ef_p26","modg_ef_p27","modg_ef_p28","modg_ef_p29","modg_ef_p30","modg_ef_p8","modg_ef_p9","modg_ef_p10","modg_ef_p11","modg_ef_p12","modg_ef_p13","modg_ef_p14","modg_ef_p15","modg_ef_p16","modg_ef_p17","escucha","aceptacion","satisfaccion_comportamiento","mejorar_tristeza","saber_problemas","apoyo","i_ambiente_familiar","economic_empowerment_index","family_functionality","family_violence_index_C","family_responsiveness_index_C","family_functionality_index_c","family_functionality_index","oficios_frecuente","oficios_mejoramiento_frecuente","trabajo_frecuente","n_oficios","n_trabajo","oficio_first","oficio_second","oficio_third","horas_oficios","horas_trabajo","oficio_first_dummy","oficio_second_dummy","oficio_third_dummy","n_per_room","venta","area","arriendo","aux_nino"
"873","43558865","uuid:fc8ee0b8-3ded-497f-99b0-10121f2f63a2","0","0",1,1,53,1,"primaria_o_menos",37.5,1646.5,0,0.5,0,0.5,0,0.5,0,0,0.5,2,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,1,0,0,0.5,0.5,0,75,0,2,1,0,,0.5,0,0,1,0,0,0,0,0,2,1,FALSE,FALSE,0,0,1,1,1,5,2,2,1,1,,3,0,1,1,,,0,,2,0,2,1,1,0,,2,100,,80000000,5,1,,,"0",,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,,,,0,0,,0,,,,,0,0,,0,,,0,0,0,0,0,0,0,,,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,2,2,3,5,3,5,5,5,5,5,5,4,5,4,5,5,5,3,2,2,2,0.875,0.25,1,0.5,1,0.875,0.779411764705882,1.5,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,2,4,3,3,3,3,4,4,4,4,4,4,0.75,0.25,52,0.916666666666667,0.75,0.75,4,0.5,0.5,0.5,0.5,0,0.5,0,0,0,,TRUE,FALSE,FALSE,1,6820000,90,4e+05,FALSE
"874","43558878","uuid:ad4b49f0-257e-4dd1-9ad1-d4351c5a20ff","0","0",1,1,52,1,"primaria_o_menos",21.25,686.25,0,0.875,0.25,0.375,0.25,0.125,0,0,0.625,8,1,0.25,0.125,0.125,0.125,0.25,0.125,0,0.5,0.375,0.25,0.375,0,0.5,0,0,0.25,0.125,0.625,170,0,5,2,0,,0.4,0,0,1,0.5,0.5,0.5,0,0,8,2,FALSE,FALSE,0,1,1,1,1,4,2,1,1,1,,3,0,1,2,1,,0.75,,2,0,2,2,1,0,,1,20,,10000000,5,2,1,,"0",,0,0,0,0,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.25,0.125,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.125,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3,1,3,4,2,2.66666666666667,2.66666666666667,4,4.33333333333333,4,4.33333333333333,2.66666666666667,2.33333333333333,3.66666666666667,3,4,2.33333333333333,3,1.66666666666667,1.66666666666667,1.66666666666667,0.583333333333333,0.166666666666667,0.604166666666667,0.25,0.833333333333333,0.479166666666667,0.485294117647059,1.875,3,3,3,3,3,3,1,0,0,1,1,1,1,4,2,2,2,4,3,3,3,3,4,4,4,4,4,4,0.75,0.166666666666667,45,0.625,0.75,0.75,3,0.2,0.2,0.4,0.2,0.4,0.2,0,0,0,60,TRUE,FALSE,FALSE,4,5967500,20,350000,FALSE
"875","43563684","uuid:6a532ada-5fe7-4a9d-a0db-076bb5586199","0","0",1,1,52,1,"secundaria_completa",37.5,1616.5,0,0.5,0,0,1,0,0,0,0,2,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,1,0,0,0.5,0.5,0,75,,2,1,,,0,0,,,,,,,,2,0,,,0,1,1,0,1,2,5,2,1,1,,3,0,1,1,,1,0.5,0,5,1,4,3,1,1,1,3,10,0,150000000,5,1,,1,"0",,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,,,,0,0,,0,,,,,0,0,,0,,,0,0,0,0,0,0,0,,,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,5,1,4,3,2.5,4,3,4,3,3,4,3,4,4,4.5,4,3,5,1,1,1.5,0.6875,0.0416666666666667,0.625,0.375,0.75,0.71875,0.551470588235294,1.5,2,3,3,2,3,3,1,1,1,1,1,1,2,2,1,2,2,4,3,3,3,3,3,4,4,3,4,4,0.666666666666667,0.25,41,0.541666666666667,0.666666666666667,0.75,3,0.5,0.5,0,0,0,0.5,0,0,,,TRUE,FALSE,FALSE,0.4,10230000,30,6e+05,FALSE
"876","43565062","uuid:c4e479a4-4539-4a85-8488-ceb988d9ec9e","0","0",1,1,52,0,"secundaria_completa",35,1514.5,0,0.5,0,0.25,0.5,0.25,0,0,0.25,4,0,0,0.25,0,0.25,0,0.5,0,0.25,0,0.5,0.5,0,0.75,0,0,0.5,0.5,0,140,0,4,2,0,,0.5,0,0.5,1,0,0,0,0,0.5,4,2,FALSE,FALSE,0,1,1,0,1,,5,2,1,1,,3,0,4,1,,,0,,5,1,2,3,1,0,,3,10,,45000000,2,1,,,"0",,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.5,0,,,0,0,0,,0,,,,0,0,0,,0,,,0,0,0,0,0,0,0,,,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,2,4,2,2,3,5,3,3,3,3,4,4,3,3,2,3,3,3,1,2,2,0.5,0.166666666666667,0.625,0.5,0.75,0.5,0.485294117647059,1.5,3,3,3,1,1,3,1,1,1,1,1,1,4,4,4,4,2,4,3,3,3,3,4,4,4,2,2,4,0.583333333333333,0.25,48,0.916666666666667,0.583333333333333,0.75,3,0.25,0.25,0.5,0.25,0.25,0.25,0,0,48,0,TRUE,FALSE,FALSE,0.8,5115000,60,3e+05,FALSE
"877","43565594","uuid:a8f38b00-f195-49dd-8af6-6abb83e47123","0","0",1,1,52,1,"secundaria_completa",52,2704,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,52,,1,0,1,,1,,,,,,,,,1,0,TRUE,,0,1,1,0,1,5,3,1,1,1,,3,0,1,1,,,0,,2,0,3,1,1,0,,2,100,,5000000,5,1,,,"0",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,,0,,,,,0,,,0,,,0,0,0,0,0,0,0,,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,3,1,5,5,5,3,5,5,5,5,5,4,5,5,5,5,3,3,2,2,2,0.75,0.25,0.875,1,1,0.9375,0.764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,,,TRUE,FALSE,FALSE,0.333333333333333,5115000,25,3e+05,FALSE
"878","43566435","uuid:93abb9f2-da1c-4d63-bbc8-981f2e9f6501","1","1",1,2,60,0,"primaria_o_menos",37,1793.5,0,0.5,0,0.5,0,0.25,0,0.25,0.5,4,0,0,0.25,0,0.25,0,0.5,0,0.25,0,0.5,0.25,0.25,0.75,0,0,0.5,0.5,0,148,0,4,2,0,,0.25,0,0,1,0,0,0,0,0,4,1,FALSE,FALSE,0,1,0,0,1,4,5,2,1,1,,3,0,2,1,,2,0.75,1,2,0,7,4,1,1,1,2,50,1,35000000,4,1,,0,"1",,0,0.25,0,0.25,0,0.25,0.5,0,0,0.25,0.5,0.25,0,0.5,0,,,0,0,0,,0,,,,0,0,0,,0.25,,,0,0,0,0,0,0,0,,,0,0,0,,0.25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,1,,0,0,0,0,0,1,0,1,2,1,1,1,1,1,1,1,2,2,5,4,2,4,4,3.5,3.5,4,3.5,3.5,2.5,3.5,4,4,2.5,2,1.5,1.5,1.5,0.53125,0.125,0.6875,0.25,0.625,0.59375,0.5,1.5,3,3,3,3,3,4,1,1,1,0,0,1,2,2,2,2,2,2,4,4,3,3,4,4,4,4,4,5,0.791666666666667,0.166666666666667,45,0.5,0.791666666666667,0.875,3,0.75,0.75,0.25,0.75,0,0.75,0,0,36,,TRUE,FALSE,FALSE,0.8,3410000,40,2e+05,FALSE
"879","43567075","uuid:1040c198-9a61-4c90-803f-9468fc188c89","1","1",1,3,56,1,"ninguno",27.4,994.2,0,0.6,0.4,0,0.4,0.2,0,0,0.4,5,0,0,0.2,0.2,0.2,0.2,0.2,0,0.4,0.2,0.4,0.4,0,0.6,0,0,0.2,0.2,0.6,137,0,4,2,0.25,0,1,1,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,5,3,TRUE,FALSE,0,1,0,0,1,5,7,4,1,1,,3,0,2,1,,1,0,1,3,0,3,1,1,1,7,2,50,1,115000000,4,1,,1,"1",,0.2,0,0.2,0.4,0,0.4,0.6,0,0.2,0.2,0.2,0.2,0.2,0.2,0,,0,0,0,0,0.2,0,,,0,0,0,0,0,0,,,0,0,0,0,0.2,0,0,,0,0,0,0,0.2,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0.4,0.2,0,1,,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,1,2,3,2,4.5,3,3.5,3.5,3.5,5,4.5,5,4,4.5,3.5,3,4.5,3.5,3.5,1.5,1.5,1.5,0.75,0.125,0.71875,0.5,1,0.6875,0.617647058823529,1.6,3,3,3,3,3,3,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.75,0.0416666666666667,58,1,0.75,1,4,0.5,0.5,0.75,0,0.75,0.25,0.25,0,,16,TRUE,TRUE,FALSE,0.714285714285714,8525000,80,5e+05,FALSE
"880","43570005","uuid:51bf98da-24c2-45e2-8a4f-1ff36acfb18c","1","1",1,3,75,1,"primaria_o_menos",21.7272727272727,866.272727272727,0.363636363636364,0.636363636363636,0.0909090909090909,0.727272727272727,0,0.0909090909090909,0.0909090909090909,0,0.818181818181818,11,1,0.0909090909090909,0,0.454545454545455,0,0.363636363636364,0,0.0909090909090909,0.545454545454545,0.545454545454545,0,0.363636363636364,0.0909090909090909,0.454545454545455,0.0909090909090909,0.0909090909090909,0.272727272727273,0.0909090909090909,0.636363636363636,239,0,5,1,0,,0.6,0,0,1,0,0,0.666666666666667,0,0,11,3,FALSE,FALSE,0,1,0,0,1,5,7,4,2,2,,3,0,4,1,,1,1,0,5,1,2,3,1,1,1,2,70,0,120000,2,1,,1,"1",,0.363636363636364,0.181818181818182,0.181818181818182,0.636363636363636,0.181818181818182,0.636363636363636,1.18181818181818,0.0909090909090909,0.454545454545455,0,0,0,0.363636363636364,0,0.0909090909090909,1,0.181818181818182,,0,,0.0909090909090909,,0,1,0,,0,,0.0909090909090909,,0,1,0,0,0,0,0.0909090909090909,0,0,1,0.363636363636364,,0,,0.0909090909090909,,0.0909090909090909,0,0.0909090909090909,0,0,0,0.0909090909090909,0,0,0.0909090909090909,0.363636363636364,0,0,0,0.0909090909090909,0,0.0909090909090909,0.272727272727273,0.454545454545455,0,0,0,0.363636363636364,0,0.0909090909090909,1,1,1,0,0,0,1,0,1,1,2,0,1,1,1,0,0,1,2,2,3,4.5,3,3.5,3,4.5,4,4,4.5,3.5,2,4,3.5,4.5,5,4,2,1.5,2,0.84375,0.208333333333333,0.6875,0.5,0.875,0.5625,0.610294117647059,1.63636363636364,4,4,2,3,3,4,1,1,1,1,1,1,3,4,4,2,4,4,3,3,3,3,5,5,3,4,4,5,0.833333333333333,0.25,53,0.875,0.833333333333333,0.75,4,1,1,0.6,0.4,0.4,0.2,0.6,0.2,0,0,TRUE,TRUE,TRUE,1.57142857142857,10230000,35,6e+05,TRUE
"881","43582831","uuid:045566a0-2080-41b3-8776-1cfa605c6b22","1","1",1,3,51,1,"primaria_o_menos",31.6,1249.2,0,0.6,0,0.6,0,0.4,0,0,0.6,5,0,0,0.2,0,0.2,0.2,0.4,0,0.2,0.2,0.2,0.6,0,0.8,0,0,0.6,0.2,0.2,158,0,4,2,0,,0.25,0,0,1,0,0,1,0,1,5,1,FALSE,FALSE,0,1,1,0,1,4,6,2,1,1,,2,0,2,1,,1,0,1,5,1,2,3,1,1,1,1,100,1,6000000,4,1,,1,"1",,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.4,0,,,0,0,0,0,0,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,2,2,5,4,3,3,5,5,5,4,4,4,5,4,2,4,3,3,2,2,2,0.625,0.25,0.875,0.5,0.75,0.6875,0.632352941176471,1.6,3,4,3,4,4,3,1,0,0,1,1,1,4,4,2,2,2,4,3,4,4,3,4,5,4,5,5,4,0.875,0.166666666666667,53,0.75,0.875,0.875,4,0.2,0.4,0.2,0.2,0.2,0.2,0,0,48,0,TRUE,FALSE,FALSE,0.833333333333333,6820000,25,4e+05,FALSE
"882","43589509","uuid:2311e987-4d51-4a6b-b82b-202d707a0a2d","0","0",1,1,49,1,"secundaria_incompleta",22.3333333333333,706.666666666667,0,0.5,0,0.333333333333333,0.166666666666667,0.5,0,0,0.333333333333333,6,0,0.166666666666667,0,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0,0,0.5,0.166666666666667,0.333333333333333,134,0,4,3,0,0,1,1,0,1,0,0,0.25,0,0,6,4,FALSE,FALSE,0,1,1,1,1,4,4,2,1,1,,3,0,1,1,,1,0.833333333333333,1,3,0,4,2,1,1,2,2,80,1,40000000,5,1,,1,"0",,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0,0.333333333333333,0.166666666666667,0.166666666666667,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,2,3,4,4,5,5,5,5,5,4,1,5,4,5,5,5,5,2,2,2,1,0.25,1,0.75,0.75,0.6875,0.764705882352941,1.5,3,3,3,3,3,3,1,1,1,1,0,1,2,2,2,4,2,4,3,3,3,3,4,4,4,4,4,4,0.75,0.208333333333333,46,0.666666666666667,0.75,0.75,3,1,1,1,0,0.25,0,1,0,,0,FALSE,TRUE,FALSE,1.5,8525000,20,5e+05,FALSE
"883","43590647","uuid:150ef0f5-858b-4970-9d53-04a7ee4fa868","0","0",1,1,56,0,"secundaria_completa",39.75,1750.75,0,0.25,0,0,0.5,0.25,0.25,0,0,4,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,1,0,0,0.5,0.5,0,159,0,4,1,0.333333333333333,0,0.75,1,1,1,0,0,1,0.5,1,4,2,TRUE,FALSE,0,0,1,0,1,4,5,3,1,1,,3,0,1,4,1,,0.25,,1,0,3,1,1,0,,1,30,,60000000,5,4,1,,"0",,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,,,,0,,0,0,,,,,0,,0,0,,,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,1,2,3,4,3,5,5,5,5,5,4,4,5,5,5,5,5,3,2,2,2,0.875,0.25,1,0.5,0.75,0.9375,0.779411764705882,1.25,3,3,3,3,3,3,1,1,1,1,1,1,3,3,2,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.25,50,0.833333333333333,0.75,0.75,4,0.5,0.5,0.5,0.25,0.5,0.5,0,0,0,12,TRUE,FALSE,FALSE,0.8,8525000,72,5e+05,FALSE
"884","43594778","uuid:63afefc4-452e-49cf-959e-750b2a25d173","1","1",1,2,49,1,"secundaria_completa",45.5,2082.5,0,0.5,0,0,0.5,0,0,0.5,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,91,0,2,0,0,,1,,0,1,0.5,0.5,1,0,0,2,2,FALSE,FALSE,0,1,0,0,1,5,2,2,1,1,,3,0,1,3,3,,0,,1,0,2,5,1,0,,1,50,,17000000,5,3,3,,"1",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,,0,,,,,0,,,0,,,0,0,0,0,0,0,0,,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,2,3,5,3,4.5,5,4,5,5,5,2.5,5,4.5,5,5,4,4,2,2,2,0.875,0.25,0.90625,0.5,1,0.8125,0.742647058823529,1.5,3,3,3,3,3,3,1,1,0,1,1,1,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,0.75,0.208333333333333,54,0.833333333333333,0.75,1,4,1,1,1,0,1,0,0.5,0.5,,0,FALSE,TRUE,TRUE,1,3410000,75,2e+05,FALSE
"885","43595028","uuid:27973280-b0aa-4a3d-a4a8-91e04ebf938d","0","0",1,1,48,1,"secundaria_incompleta",28.25,938.25,0,0.25,0,0,0,1,0,0,0,4,0,0,0.25,0,0.25,0.25,0.25,0,0.25,0,0.5,0.5,0,0.75,0,0,0.75,0.25,0,113,0,4,3,0,,0.25,0,0,1,0,0,1,0,0,4,1,FALSE,FALSE,0,1,1,0,1,5,3,1,1,1,,3,0,1,1,,,1,,5,1,7,2,1,0,,2,100,,15000000,5,1,,,"0",,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0,,,0,0,0,0,0,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,3,5,2,3,3,3,2,5,5,3,1,5,3,5,3,3,2,2,2,0.75,0.25,0.4375,0.25,1,0.5,0.514705882352941,1.25,2,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,2,4,3,3,3,3,3,4,4,4,4,4,0.708333333333333,0.25,51,0.916666666666667,0.708333333333333,0.75,4,0.25,0.25,0.25,0,0.25,0.25,0,0,,0,TRUE,FALSE,FALSE,1.33333333333333,5115000,30,3e+05,FALSE
"886","43597042","uuid:3c78b53d-cf7e-4bea-875e-aa548b31dd2f","1","1",1,2,51,1,"primaria_o_menos",36.8,1468,0,0.2,0,0.2,0.4,0.4,0,0,0.2,5,0,0,0,0,0.2,0.4,0.4,0,0,0,0.2,0.8,0,1,0,0,0.6,0.4,0,184,0,5,2,0.5,0.5,0.8,1,1,1,0,0,0,0.5,1,5,2,TRUE,FALSE,0,1,0,0,1,4,6,4,1,1,,3,0,2,1,,2,0,1,1,0,4,5,1,1,7,1,80,1,100000000,4,1,,0,"1",,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0.2,0.4,0.4,0,,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,0,0.2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,1,,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,3,3,3,4,2,2,3,3,3,3,2,3,3,3,3,3,2,2,1,1,1,0.375,0,0.4375,0.25,0.25,0.5,0.338235294117647,1.2,3,3,3,3,3,3,1,1,0,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,0.75,0.0833333333333333,46,0.5,0.75,1,3,0.6,0.6,0.4,0.2,0.4,0.4,0.2,0,48,0,TRUE,TRUE,FALSE,0.833333333333333,8525000,80,5e+05,FALSE
"887","43598403","uuid:b386637c-f54a-4e28-bbe9-2c1478c44b05","0","0",1,1,62,1,"primaria_o_menos",54.6666666666667,3021.33333333333,0,0.666666666666667,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,1,0,0,0,0.333333333333333,0.666666666666667,164,1,3,0,0,,0.333333333333333,,0,1,0,0,1,0,1,3,1,FALSE,TRUE,0,1,1,0,1,,4,1,1,1,,3,0,2,1,,,0.666666666666667,,2,0,2,1,1,0,,2,50,,120000000,4,1,,,"0",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,,0,,,,,0,,,0,,,0,0,0,0,0,0,0,,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,2,3,4,2,3,4,4,3,4,4,5,3,4,1,4,2,3,2,2,2,0.5625,0.25,0.625,0.25,0.75,0.5625,0.514705882352941,1.66666666666667,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.25,54,1,0.75,0.75,4,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,48,0,TRUE,FALSE,FALSE,0.75,6820000,55,4e+05,FALSE
"888","43600211","uuid:63d0fbbd-46fe-47e4-a427-3b92743f275d","1","1",1,3,49,1,"secundaria_completa",33.75,1274.75,0,0.5,0,0,0.5,0.5,0,0,0,4,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,1,0,0,0.5,0.5,0,135,0,4,2,0.333333333333333,0,0.75,0.5,0.5,1,0.5,0.5,1,0.5,1,4,2,TRUE,FALSE,0,1,0,0,1,4,4,2,1,1,,4,0,2,1,,,0,,2,0,7,2,1,0,,1,50,,50000000,4,1,,,"1",,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,,,,0,0,,0,,,,,0,0,,0,,,0,0,0,0,0,0,0,,,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,2,3,3,4,3,3,3,4,4,5,4,4,5,4,3,4,3,3,2,2,2,0.6875,0.25,0.625,0.5,0.75,0.75,0.602941176470588,1.5,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,0.75,0.25,48,0.583333333333333,0.75,1,3,0.25,0.25,0.25,0,0.5,0,0.25,0,,0,FALSE,TRUE,FALSE,1,5115000,72,3e+05,FALSE
